Sr. No.,Symbol,Company Name,"Market capitalization as on March 31, 2023
(Rs in Lakhs)",CAP
"1,980",TECHIN,Techindia Nirman Limited,946,SMALLCAP
"1,981",NORBTEAEXP,Norben Tea & Exports Limited,940,SMALLCAP
"1,982",KCK,Kck Industries Limited,908,SMALLCAP
"1,983",SPENTEX,Spentex Industries Limited,898,SMALLCAP
"1,984",CREATIVEYE,Creative Eye Limited,873,SMALLCAP
"1,985",ANTGRAPHIC,Antarctica Limited,853,SMALLCAP
"1,986",TVVISION,TV Vision Limited,845,SMALLCAP
"1,987",ABNINT,A B N Intercorp Limited,839,SMALLCAP
"1,988",ARENTERP,Rajdarshan Industries Limited,836,SMALLCAP
"1,989",UMESLTD,Usha Martin Education & Solutions Limited,832,SMALLCAP
"1,990",SHYAMTEL,Shyam Telecom Limited,811,SMALLCAP
"1,991",MANAV,Manav Infra Projects Limited,800,SMALLCAP
"1,992",ACCORD,Accord Synergy Limited,746,SMALLCAP
"1,993",DRL,Dhanuka Realty Limited,735,SMALLCAP
"1,994",GLFL,Gujarat Lease Financing Limited,678,SMALLCAP
"1,995",CMMIPL,CMM Infraprojects Limited,674,SMALLCAP
"1,996",NIRAJISPAT,Niraj Ispat Industries Limited,672,SMALLCAP
"1,997",DCMFINSERV,DCM Financial Services Limited,667,SMALLCAP
"1,998",SRIRAM,Shri Ram Switchgears Limited,601,SMALLCAP
"1,999",PREMIER,Premier Limited,592,SMALLCAP
"2,000",SKSTEXTILE,SKS Textiles Limited,588,SMALLCAP
"2,001",SABTN,Sri Adhikari Brothers Television Network Limited,577,SMALLCAP
"2,002",TARAPUR,Tarapur Transformers Limited,546,SMALLCAP
"2,003",BKMINDST,Bkm Industries Limited,524,SMALLCAP
"2,004",ALPSINDUS,Alps Industries Limited,508,SMALLCAP
"2,005",AHIMSA,Ahimsa Industries Limited,476,SMALLCAP
"2,006",BHALCHANDR,Bhalchandram Clothing Limited,476,SMALLCAP
"2,007",INNOVATIVE,Innovative Tyres and Tubes Limited,423,SMALLCAP
"2,008",LAKPRE,Lakshmi Precision Screws Limited,394,SMALLCAP
"2,009",TRANSWIND,Transwind Infrastructures Limited,368,SMALLCAP
"2,010",MELSTAR,Melstar Information Technologies Limited,336,SMALLCAP
"2,011",SABEVENTS,Sab Events & Governance Now Media Limited,320,SMALLCAP
"2,012",INDLMETER,IMP Powers Limited,259,SMALLCAP
"2,013",TECILCHEM,TECIL Chemicals and Hydro Power Limited,190,SMALLCAP
"2,014",ABHISHEK,Abhishek Corporation Limited,"*Not available for trading as on March 31, 2023",-
"2,015",AHLWEST,Asian Hotels (West) Limited,"*Not available for trading as on March 31, 2023",-
"2,016",AIFL,Ashapura Intimates Fashion Limited,"*Not available for trading as on March 31, 2023",-
"2,017",AJRINFRA,AJR Infra And Tolling Limited,"*Not available for trading as on March 31, 2023",-
"2,018",ALCHEM,Alchemist Limited,"*Not available for trading as on March 31, 2023",-
"2,019",AMJUMBO,A And M Jumbo Bags Limited,"*Not available for trading as on March 31, 2023",-
"2,020",ANDHRACEMT,Andhra Cements Limited,"*Not available for trading as on March 31, 2023",-
"2,021",ANSALAPI,Ansal Properties & Infrastructure Limited,"*Not available for trading as on March 31, 2023",-
"2,022",ARCOTECH,Arcotech Limited,"*Not available for trading as on March 31, 2023",-
"2,023",ARSSINFRA,Arss Infrastructure Projects Limited,"*Not available for trading as on March 31, 2023",-
"2,024",ARTEDZ,Artedz Fabs Limited,"*Not available for trading as on March 31, 2023",-
"2,025",ASIL,Amit Spinning Industries Limited,"*Not available for trading as on March 31, 2023",-
"2,026",ATCOM,Atcom Technologies Limited,"*Not available for trading as on March 31, 2023",-
"2,027",ATLASCYCLE,Atlas Cycles (Haryana) Limited,"*Not available for trading as on March 31, 2023",-
"2,028",ATNINTER,ATN International Limited,"*Not available for trading as on March 31, 2023",-
"2,029",AUTOLITIND,Autolite (India) Limited,"*Not available for trading as on March 31, 2023",-
"2,030",AUTORIDFIN,Autoriders Finance Limited,"*Not available for trading as on March 31, 2023",-
"2,031",BANSAL,Bansal Multiflex Limited,"*Not available for trading as on March 31, 2023",-
"2,032",BGLOBAL,Bharatiya Global Infomedia Limited,"*Not available for trading as on March 31, 2023",-
"2,033",BHARATIDIL,Bharati Defence and Infrastructure Limited,"*Not available for trading as on March 31, 2023",-
"2,034",BILENERGY,Bil Energy Systems Limited,"*Not available for trading as on March 31, 2023",-
"2,035",BIRLATYRE,Birla Tyres Limited,"*Not available for trading as on March 31, 2023",-
"2,036",BLUEBLENDS,Blue Blends (I) Limited,"*Not available for trading as on March 31, 2023",-
"2,037",BLUECHIP,Blue Chip India Limited,"*Not available for trading as on March 31, 2023",-
"2,038",BLUECOAST,Blue Coast Hotels Limited,"*Not available for trading as on March 31, 2023",-
"2,039",BRFL,Bombay Rayon Fashions Limited,"*Not available for trading as on March 31, 2023",-
"2,040",CANDC,C & C Constructions Limited,"*Not available for trading as on March 31, 2023",-
"2,041",CCCL,Consolidated Construction Consortium Limited,"*Not available for trading as on March 31, 2023",-
"2,042",CELESTIAL,Celestial Biolabs Limited,"*Not available for trading as on March 31, 2023",-
"2,043",CKFSL,Cox & Kings Financial Service Limited,"*Not available for trading as on March 31, 2023",-
"2,044",DFMFOODS,DFM Foods Limited,"*Not available for trading as on March 31, 2023",-
"2,045",DIAPOWER,Diamond Power Infra Ltd,"*Not available for trading as on March 31, 2023",-
"2,046",DOLPHINOFF,Dolphin Offshore Enterprises (India) Limited,"*Not available for trading as on March 31, 2023",-
"2,047",DQE,DQ Entertainment (International) Limited,"*Not available for trading as on March 31, 2023",-
"2,048",DSKULKARNI,DS Kulkarni Developers Limited,"*Not available for trading as on March 31, 2023",-
"2,049",EASTSUGIND,Eastern Sug & Inds Limited,"*Not available for trading as on March 31, 2023",-
"2,050",EASUNREYRL,Easun Reyrolle Limited,"*Not available for trading as on March 31, 2023",-
"2,051",EMCO,Emco Limited,"*Not available for trading as on March 31, 2023",-
"2,052",EON,Eon Electric Limited,"*Not available for trading as on March 31, 2023",-
"2,053",EUROCERA,Euro Ceramics Limited,"*Not available for trading as on March 31, 2023",-
"2,054",EUROMULTI,Euro Multivision Limited,"*Not available for trading as on March 31, 2023",-
"2,055",FEDDERELEC,Fedders Electric and Engineering Limited,"*Not available for trading as on March 31, 2023",-
"2,056",FIVECORE,Five Core Electronics Limited,"*Not available for trading as on March 31, 2023",-
"2,057",GAMMONIND,Gammon India Limited,"*Not available for trading as on March 31, 2023",-
"2,058",GANGOTRI,Gangotri Textiles Limited,"*Not available for trading as on March 31, 2023",-
"2,059",GBGLOBAL,GB Global Limited,"*Not available for trading as on March 31, 2023",-
"2,060",GFSTEELS,Grand Foundry Limited,"*Not available for trading as on March 31, 2023",-
"2,061",GITANJALI,Gitanjali Gems Limited,"*Not available for trading as on March 31, 2023",-
"2,062",HINDNATGLS,Hindusthan National Glass & Industries Limited,"*Not available for trading as on March 31, 2023",-
"2,063",ICSA,ICSA (India) Limited,"*Not available for trading as on March 31, 2023",-
"2,064",INDOSOLAR,Indosolar Limited,"*Not available for trading as on March 31, 2023",-
"2,065",IVRCLINFRA,IVRCL Limited,"*Not available for trading as on March 31, 2023",-
"2,066",JAINSTUDIO,Jain Studios Limited,"*Not available for trading as on March 31, 2023",-
"2,067",JBFIND,JBF Industries Limited,"*Not available for trading as on March 31, 2023",-
"2,068",JIKIND,JIK Industries Limited,"*Not available for trading as on March 31, 2023",-
"2,069",JINDCOT,Jindal Cotex Limited,"*Not available for trading as on March 31, 2023",-
"2,070",JMTAUTOLTD,JMT Auto Limited,"*Not available for trading as on March 31, 2023",-
"2,071",JPINFRATEC,Jaypee Infratech Limited,"*Not available for trading as on March 31, 2023",-
"2,072",KEERTI,Keerti Knowledge And Skills Limited,"*Not available for trading as on March 31, 2023",-
"2,073",KGL,Karuturi Global Limited,"*Not available for trading as on March 31, 2023",-
"2,074",KSERASERA,KSS Limited,"*Not available for trading as on March 31, 2023",-
"2,075",KSK,KSK Energy Ventures Limited,"*Not available for trading as on March 31, 2023",-
"2,076",LAKSHMIEFL,Lakshmi Energy and Foods Limited,"*Not available for trading as on March 31, 2023",-
"2,077",LEEL,LEEL Electricals Limited,"*Not available for trading as on March 31, 2023",-
"2,078",MANPASAND,Manpasand Beverages Limited,"*Not available for trading as on March 31, 2023",-
"2,079",MBECL,Mcnally Bharat Engineering Company Limited,"*Not available for trading as on March 31, 2023",-
"2,080",MCDHOLDING,McDowell Holdings Limited,"*Not available for trading as on March 31, 2023",-
"2,081",MERCATOR,Mercator Limited,"*Not available for trading as on March 31, 2023",-
"2,082",METKORE,Metkore Alloys & Industries Limited,"*Not available for trading as on March 31, 2023",-
"2,083",MODTHREAD,Modern Thread Limited,"*Not available for trading as on March 31, 2023",-
"2,084",MOHOTAIND,Mohota Industries Limited,"*Not available for trading as on March 31, 2023",-
"2,085",MVL,MVL Limited,"*Not available for trading as on March 31, 2023",-
"2,086",NAKODA,Nakoda Limited,"*Not available for trading as on March 31, 2023",-
"2,087",NITINFIRE,Nitin Fire Protection Industries Limited,"*Not available for trading as on March 31, 2023",-
"2,088",NTL,Neueon Towers Limited,"*Not available for trading as on March 31, 2023",-
"2,089",NUTEK,Nu Tek India Limited,"*Not available for trading as on March 31, 2023",-
"2,090",OISL,OCL Iron and Steel Limited,"*Not available for trading as on March 31, 2023",-
"2,091",OMKARCHEM,Omkar Speciality Chemicals Limited,"*Not available for trading as on March 31, 2023",-
"2,092",OPAL,Opal Luxury Time Products Limited,"*Not available for trading as on March 31, 2023",-
"2,093",OPTOCIRCUI,Opto Circuits (India) Limited,"*Not available for trading as on March 31, 2023",-
"2,094",ORTEL,Ortel Communications Limited,"*Not available for trading as on March 31, 2023",-
"2,095",PDPL,Parenteral Drugs (India) Limited,"*Not available for trading as on March 31, 2023",-
"2,096",PINCON,Pincon Spirit Limited,"*Not available for trading as on March 31, 2023",-
"2,097",PRATIBHA,Pratibha Industries Limited,"*Not available for trading as on March 31, 2023",-
"2,098",PRUDMOULI,Prudential Sugar Corporation Limited,"*Not available for trading as on March 31, 2023",-
"2,099",PSL,PSL Limited,"*Not available for trading as on March 31, 2023",-
"2,100",PUNJLLOYD,Punj Lloyd Limited,"*Not available for trading as on March 31, 2023",-
"2,101",QUINTEGRA,Quintegra Solutions Limited,"*Not available for trading as on March 31, 2023",-
"2,102",RADAAN,Radaan Mediaworks India Limited,"*Not available for trading as on March 31, 2023",-
"2,103",RAINBOWPAP,Rainbow Papers Limited,"*Not available for trading as on March 31, 2023",-
"2,104",RAJVIR,Rajvir Industries Limited,"*Not available for trading as on March 31, 2023",-
"2,105",RMMIL,Resurgere Mines & Minerals Limited,"*Not available for trading as on March 31, 2023",-
"2,106",RUSHABEAR,Rushabh Precision Bearings Limited,"*Not available for trading as on March 31, 2023",-
"2,107",S&SPOWER,S&S Power Switchgears Limited,"*Not available for trading as on March 31, 2023",-
"2,108",SATHAISPAT,Sathavahana Ispat Limited,"*Not available for trading as on March 31, 2023",-
"2,109",SBIHOMEFIN,SBI Home Finance Limited,"*Not available for trading as on March 31, 2023",-
"2,110",SHARONBIO,Sharon Bio-Medicine Limited,"*Not available for trading as on March 31, 2023",-
"2,111",SHIRPUR-G,Shirpur Gold Refinery Limited,"*Not available for trading as on March 31, 2023",-
"2,112",SICAL,Sical Logistics Limited,"*Not available for trading as on March 31, 2023",-
"2,113",SIIL,Supreme (India) Impex Limited,"*Not available for trading as on March 31, 2023",-
"2,114",SKIL,Skil Infrastructure Limited,"*Not available for trading as on March 31, 2023",-
"2,115",SONISOYA,Soni Soya Products Limited,"*Not available for trading as on March 31, 2023",-
"2,116",SPYL,Shekhawati Poly-Yarn Limited,"*Not available for trading as on March 31, 2023",-
"2,117",SREINFRA,SREI Infrastructure Finance Limited,"*Not available for trading as on March 31, 2023",-
"2,118",STAMPEDE,Stampede Capital Limited,"*Not available for trading as on March 31, 2023",-
"2,119",TALWALKARS,Talwalkars Better Value Fitness Limited,"*Not available for trading as on March 31, 2023",-
"2,120",TALWGYM,Talwalkars Healthclubs Limited,"*Not available for trading as on March 31, 2023",-
"2,121",TCIFINANCE,TCI Finance Limited,"*Not available for trading as on March 31, 2023",-
"2,122",TECHNOFAB,Technofab Engineering Limited,"*Not available for trading as on March 31, 2023",-
"2,123",THIRUSUGAR,Thiru Arooran Sugars Limited,"*Not available for trading as on March 31, 2023",-
"2,124",TULSI,Tulsi Extrusions Limited,"*Not available for trading as on March 31, 2023",-
"2,125",UNIPLY,Uniply Industries Limited,"*Not available for trading as on March 31, 2023",-
"2,126",UNITY,Unity Infraprojects Limited,"*Not available for trading as on March 31, 2023",-
"2,127",UNIVAFOODS,Univa Foods Limited,"*Not available for trading as on March 31, 2023",-
"2,128",USK,Udayshivakumar Infra Limited,"*Not available for trading as on March 31, 2023",-
"2,129",VALECHAENG,Valecha Engineering Limited,"*Not available for trading as on March 31, 2023",-
"2,130",VALUEIND,Value Industries Limited,"*Not available for trading as on March 31, 2023",-
"2,131",VICEROY,Viceroy Hotels Limited,"*Not available for trading as on March 31, 2023",-
"2,132",VIDEOIND,Videocon Industries Limited,"*Not available for trading as on March 31, 2023",-
"2,133",VIKASPROP,Vikas Proppant & Granite Limited,"*Not available for trading as on March 31, 2023",-
"2,134",VISUINTL,Visu International Limited,"*Not available for trading as on March 31, 2023",-
"2,135",VIVIMEDLAB,Vivimed Labs Limited,"*Not available for trading as on March 31, 2023",-
"2,136",WINSOME,Winsome Yarns Limited,"*Not available for trading as on March 31, 2023",-
"2,137",ZICOM,Zicom Electronic Security Systems Limited,"*Not available for trading as on March 31, 2023",-
,,,,
"Note: Kindly refer regulation 15 to 27 of SEBI (Listing Obligation and Disclosure Requirments) Regulations, 2015 for determining the applicability of other provisions of Corporate Governance.

* The list includes companies which are either suspended due to Capital Reduction/ALF/GSM/non-compliance etc.",,,,
